Username,Followers,Average Likes,Average Comments,Average Engagement Rate,Engagement Rate (60 Days),Posting frequency (last 60 days),Posts (image),Posts (videos),Posts (carousel),Average Hashtags / Post (60 Days),Hashtags (dictionary)
cigargue,56349,39.32,2.19,0.0737,0.0302,1,1,0,0,27,"{'cigargue': 1, 'cigaraficionado': 1, 'cigarclan': 1, 'cigar': 1, 'cerutu': 1, 'indonesiancigaraficionado': 1, 'cigarlife': 1, 'botl': 1, 'sotl': 1, 'zigarren': 1, 'indonesiancigar': 1, 'cerutulokal': 1, 'cigarsociety': 1, 'likeforlikes': 1, 'likeforfollow': 1, 'jakarta': 1, 'picoftheday': 1, 'golf': 1, 'instagood': 1, 'goodvibes': 1, 'ahccworldwide': 1, 'asholecigarclub': 1, 'ashholecigarclub_indonesia': 1, 'treasureoffatima': 1, 'foryou': 1, 'diy': 1, 'duet': 1}"
thelensofntt,40337,2238.05,26.41,5.6139,0,0,0,0,0,-,-
gustobali,96981,88.95,0.04,0.0918,0.0344,31,25,5,1,8.516,"{'alami': 1, 'gustogelato': 30, 'gustobali': 30, 'sherbetbali': 1, 'teamsherbet': 1, 'favoritesherbet': 1, 'gustocitta': 6, 'takeaway': 4, 'qualitytime': 3, 'bestie': 2, 'gelatobali': 27, 'homemade': 14, 'gustocookie': 1, 'cookiestime': 1, 'cookiesfunfact': 1, 'gelatoinjar': 1, 'cittajar': 1, 'hangoutspotbali': 1, 'chill': 1, 'ginger': 1, 'uniqueflavor': 1, 'gingerandcream': 1, 'gingergelato': 1, 'milkstrawberry': 1, 'avocadochocolate': 1, 'perfectcombination': 1, 'halloween': 1, 'spooktober': 1, 'trickortreat': 1, 'acupofgelato': 2, 'giveaway': 1, 'giveawayhalloween': 1, 'gelatogiveaway': 1, 'giveawayoctober': 1, 'giveawaynovember': 1, 'gustomerdeka': 2, 'gustoseminyak': 1, 'moodbooster': 1, 'busyday': 1, 'smile': 1, 'happy': 1, 'gusto': 17, 'roma': 1, 'vanilla': 1, 'stracciatella': 1, 'thebaliguideline': 2, 'foodbali': 3, 'gelato': 22, 'seminyak': 1, 'renon': 1, 'eatinbali': 3, 'balifoodies': 4, 'citta': 1, 'explorebali': 3, 'liburan': 2, 'premiumgelato': 1, 'seminyakgelato': 5, 'bali': 2, 'speculoos': 1, 'lotus': 1, 'lotusbiscoff': 1, 'caramel': 1, 'creamy': 1, 'gustotrolley': 1, 'icecream': 5, 'sorbet': 2, 'acara': 1, 'gelatolovers': 4, 'deliciousbali': 6, 'balifood': 2, 'nongkrong': 1, 'kulinerbali': 3, 'mascarpone': 1, 'natural': 1, 'gustoreo': 1, 'cup': 1, 'cone': 1, 'sweettreat': 1, 'dessert': 1, 'galungan': 1, 'kuningan': 1, 'hariraya': 1, 'galungankuningan': 1, 'gustomertanadi': 1, 'buah': 1}"
vapor_city_smg,13532,53.67,0.09,0.3973,0.0074,1,0,0,1,31,"{'stopsmoking': 1, 'vape': 1, 'vapeporn': 1, 'semarang': 1, 'vaporcitysemarang': 1, 'vapelyfe': 1, 'vapelife': 2, 'vapesemarang': 1, 'vaporsemarang': 2, 'vapenation': 2, 'vapefam': 1, 'vapefamily': 1, 'vapeindonesia': 1, 'jakartavapor': 1, 'vapeon': 1, 'like4likes': 1, 'vapecommunity': 1, 'vapor': 1, 'vapegirls': 1, 'vapemurah': 1, 'vapeholic': 1, 'vapedaily': 1, 'vapeshops': 1, 'tokovapor': 1, 'vapepics': 1, 'ecig': 1, 'ejuice': 1, 'indonesia': 1}"
vebryrayan22,62051,1798.69,33.01,2.9519,1.3087,145,0,143,2,6.455,"{'nasgorgeprek': 1, 'nasgorgepreksurabaya': 1, 'ayamgeprek': 2, 'kulinermurah': 14, 'kulinermurahsurabaya': 35, 'kuliner24jam': 1, 'surabayakuliner': 39, 'kulinersby': 45, 'kulinersurabaya': 47, 'kulinermalamsurabaya': 7, 'kulinerviral': 35, 'makananviral': 33, 'kulinerjawatimur': 42, 'reelskuliner': 43, 'kulinerindonesia': 44, 'bebekbakar': 1, 'ayambakar': 1, 'penyetansurabaya': 2, 'sambelansurabaya': 1, 'surabayaterkini': 5, 'sekitarsurabaya': 4, 'inisurabaya': 1, 'koreanfood': 1, 'kulinerkorea': 1, 'makanankorea': 1, 'koreannoodles': 1, 'koreannoodle': 1, 'hanguksu': 1, 'kulinersuroboyo': 35, 'exploresurabaya': 19, 'exploremakanan': 2, 'bakso': 4, 'baksoviral': 4, 'baksomurah': 4, 'baksosurabaya': 4, 'baksosapi': 3, 'baksopedas': 1, 'baksourat': 3, 'explorekulinersurabaya': 1, 'tokotas': 1, 'tokotassurabaya': 1, 'tokotasmurah': 1, 'tokotasmurahsurabaya': 1, 'bagsurabaya': 1, 'elizabethsurabaya': 1, 'promotas': 1, 'promotasmurah': 1, 'tokotaselizabeth': 1, 'explorejawatimur': 6, 'surabaya': 7, 'infosurabaya': 8, 'eventsurabaya': 3, 'websvaganza': 1, 'websvaganza2024': 1, 'bazarkuliner': 1, 'kulinermurahsuroboyo': 10, 'kulinerampel': 1, 'pakuwoncitymall': 1, 'pakuwoncitymallsurabaya': 1, 'munchclub': 1, 'munchclubburger': 1, 'billiard': 1, 'billiardmurah': 1, 'billiardsurabaya': 1, 'tempatbilliardsurabaya': 1, 'tempatbilliard': 1, 'rekomendasibilliard': 1, 'bakmie': 1, 'bakmiestreetfood': 1, 'bakmiemurah': 1, 'bakmiesurabaya': 1, 'villa': 1, 'villamurah': 1, 'rekomendasivilla': 1, 'rekomendasivillamurah': 1, 'villatrawas': 1, 'exploretrawas': 1, 'wisatatrawas': 1, 'exploremojokerto': 1, 'mojokertojalanjalan': 1, 'bakwan': 1, 'bakwanprasmanan': 1, 'bakwansurabaya': 1, 'streetfood': 11, 'angkringan': 1, 'angkringanhits': 1, 'angkringansurabaya': 1, 'angkringanmurah': 1, 'steetfood': 1, 'kedaimakanan': 1, 'kedaikopi': 3, 'kopitiam': 2, 'kopitiamsurabaya': 2, 'kedaipernahdekat': 1, 'makananmurah': 13, 'matcha': 1, 'matchalatte': 1, 'matchalover': 1, 'matchastreetfood': 1, 'matchalattemurah': 1, 'segosambel': 2, 'segosambelmurah': 2, 'penyetan': 3, 'penyetanmurah': 3, 'kulinergresik': 3, 'gresikkuliner': 3, 'kulinersurabayautara': 2, 'reelsinstagram': 7, 'prjsurabaya': 1, 'prjsurabaya2024': 1, 'grandcitysurabaya': 1, 'grandcitymall': 1, 'kedaikopisurabaya': 1, 'nongkrongsurabaya': 3, 'kedaikopiselaras': 1, 'segosambeldaunjati': 1, 'penyetanviral': 2, 'segosambelmbakdias': 1, 'penyetandaunjati': 1, 'kulinermurahgresik': 2, 'kulinergresikmurah': 1, 'makanangresik': 2, 'warkop': 1, 'warkopmurah': 1, 'warkopsurabaya': 1, 'warkoppecinan': 1, 'kuliersby': 1, 'ikanbakar': 1, 'ikanbakarmakassar': 1, 'ikanbakarmurah': 1, 'ikanbakarsurabaya': 1, 'rekomendasiikanbakar': 1, 'baksomurahsurabaya': 2, 'depottanjungapi': 1, 'depottanjungapisurabaya': 1, 'smoothies': 1, 'smoothiesbuah': 1, 'smoothiesviral': 1, 'smoothiessurabaya': 1, 'kulinerpasarmalamkodam': 5, 'kulinerkodam': 5, 'kulinerkodamsurabaya': 3, 'essusu': 1, 'essususurabaya': 1, 'cafe': 2, 'cafeviral': 2, 'coffeeshop': 1, 'coffeeshopsidoarjo': 1, 'cafesidoarjo': 2, 'cafesurabaya': 3, 'surabayacafe': 2, 'rekomendasicafe': 1, 'redcoffee': 1, 'cafemurah': 1, 'cafemurahsidoarjo': 1, 'reelscafe': 1, 'satekelapa': 1, 'setekelapasurabaya': 1, 'satekeloposurabaya': 1, 'satekeloposuroboyo': 1, 'kulinermakanan': 1, 'kulinerjatim': 1, 'kebab': 3, 'kebabmurah': 3, 'kebabviral': 3, 'kebabsurabaya': 2, 'breakfastkebab': 1, 'kebabmurahsurabaya': 2, 'aksesorishp': 1, 'aksesorishpmurah': 1, 'aksesoriskomputer': 1, 'aksesoriskomputermurah': 1, 'aksesorishpsurabaya': 1, 'aksesoriskomputersurabaya': 1, 'tokoaksesorishpmurah': 1, 'tokoaksesorishp': 1, 'tokoaksesorishpsurabaya': 1, 'metoocel': 1, 'metoocelsurabaya': 1, 'bakaranmurah': 1, 'dimsummentai': 2, 'donkuslumer': 1, 'baksoprasmanan': 1, 'baksopedes': 1, 'tokokue': 1, 'tokokuesurabaya': 1, 'tokoroti': 1, 'tokorotisurabaya': 1, 'kulinersurabayapusat': 1, 'nasitelor': 1, 'nasitelur': 1, 'nasitelurcurry': 1, 'nasicurry': 1, 'makananmurahsurabaya': 2, 'mieayam': 2, 'mieayambakwan': 1, 'makanansurabaya': 1, 'kebabjumbobarbar': 1, 'baksotetalan': 1, 'baksoindonesia': 1, 'dimsummentaisurabaya': 1, 'dimsummentaimurah': 1, 'pasarmalamkodam': 4, 'explorekulinerkodam': 2, 'kulinermurahkodam': 3, 'rekomendasipenyetansurabaya': 1, 'rekomendasikulinermalam': 1, 'bungapikok': 1, 'kebunbungapikok': 1, 'kebunbunga': 1, 'bungapikokbatu': 1, 'wisatabatu': 1, 'explorebatu': 1, 'cafebatu': 1, 'wisatajawatimur': 2, 'exploremalang': 1, 'malanghits': 1, 'malangkipa': 1, 'rumagunungbatu': 1, 'rumagunungcafe': 1, 'kulienrsby': 1, 'nasicampur': 1, 'nasimadura': 1, 'nasimaduramurah': 1, 'hiddengemkuliner': 1, 'hiddengemkulinersurabaya': 1, 'manggostickyrice': 1, 'manggostickyricesurabaya': 1, 'ketanmangga': 1, 'ketangmanggaviral': 1, 'dessertthailand': 1, 'kulinerthailand': 1, 'kulinerkodamsby': 2, 'eslumere': 1, 'eslumereig': 1, 'kulinermurahsidoarjo': 2, 'sidoarjokuliner': 2, 'kulinersidoarjo': 2, 'miepedas': 1, 'miepedasviral': 1, 'miepedasmurah': 1, 'miejol': 1, 'miejolsurabaya': 1, 'nasikebuli': 1, 'nasikebulikambing': 1, 'nasikebuliayam': 1, 'nasikebulisurabaya': 1, 'nasikebulijawa': 1, 'pasarkodamsurabaya': 1, 'jajananviral': 1, 'ayamgeprekviral': 1, 'ayamgeprekmurah': 1, 'ayamgepreksurabaya': 1, 'ayamgeprekjoderkadhani': 1, 'mieyammurah': 1, 'mieayampangsit': 1, 'miepangsit': 1, 'satekambing': 1, 'gulekambing': 1, 'coffeshop': 1, 'coffeeshopsurabaya': 1, 'lstari': 1, 'lstarisby': 1, 'thirtythreebrew': 1, 'exploresuroboyo': 3, 'cafeviralsurabaya': 1, 'croissant': 1, 'croissanticecream': 1, 'croissanticecreamantileleh': 1, 'croissantmurah': 1, 'pastry': 1, 'pastrysurabaya': 1, 'dearzuppa': 1, 'dearzuppasurabaya': 1, 'streetfoodsurabaya': 1, 'ayampasiremas': 1, 'omeletteudang': 1, 'nasiayammentega': 1, 'nasiayamasammanis': 1, 'chinesefood': 1, 'chinesefoodhalal': 1, 'chinesefoodsurabaya': 1, 'depotterasanikmat': 1, 'kulinerhalalsurabaya': 1, 'kulinermurahsby': 1, 'kulinerimdonesia': 1, 'suppliertas': 1, 'suppliersandal': 1, 'gudangtas': 1, 'gudangsandal': 1, 'gudangtasmurah': 1, 'suppliertanganpertama': 1, 'handmadeshoesby': 1, 'suroboyo': 1, 'pudding': 1, 'puddingenak': 1, 'puddingcaramel': 1, 'puddingcaramelsurabaya': 1, 'puddingcaramelenak': 1, 'puddingcaramelviral': 1, 'klinikgigi': 1, 'klinikgigisurabaya': 1, 'dentalcare': 1, 'dentalcaresurabaya': 1, 'scalinggigisurabaya': 1, 'scalinggigimurahsurabaya': 1, 'doktergigi': 1, 'doktergigisurabaya': 1, 'cekerpedas': 1, 'cekerpedassurabaya': 1, 'kulinerpedas': 1, 'kulinerpedassurabaya': 1, 'steak': 1, 'steakdinner': 1, 'steaklover': 1, 'steaklovers': 1, 'steakhouse': 1, 'steakvideos': 1, 'steakhousesurabaya': 1, 'steaksurabaya': 1, 'kulinerhalal': 1, 'kuahkepalamanyung': 1, 'ikanmanyung': 1, 'masakanikanmanyung': 1, 'masakantradisional': 1, 'kulinertradisional': 1, 'seafood': 1, 'seafoodviral': 1, 'seafoodmurah': 1, 'seafoodsurabaya': 1, 'seafoodmurahsurabaya': 1, 'muphusseafood': 1, 'muphusseafoodsurabaya': 1, 'balonudara': 1, 'balonudarajawatimur': 1, 'wisatajatim': 1, 'explorejatim': 1, 'wisataindonesia': 1, 'pesonaindonesia': 1, 'ayampedas': 1, 'ayampedasviral': 1, 'nashvillechicken': 1, 'hotwayschicken': 1, 'hotwayschickengresik': 1, 'rekomendasikulinergresik': 1, 'makananmurahgresik': 1, 'exploregresik': 1, 'macaroni': 1, 'macaroniandcheese': 1, 'kulinerenakkodam': 1, 'kulinerviralkodam': 1, 'gebyarkuliner': 1, 'festivalkuliner': 1, 'festivaljajanan': 1, 'gebyarkulinerjakarta': 1, 'rotikukusthailand': 1, 'rotikukusthailandviral': 1, 'rotikukusthailandsurabaya': 1, 'mochi': 1, 'mochiviral': 1, 'mochisurabaya': 1, 'kopisurabaya': 1, 'ngopisurabaya': 1, 'streetkopi': 1, 'kopijalanan': 1, 'kopijalanansurabaya': 1, 'hiddengemsurabaya': 1}"
juanitoalfa_,13037,524.26,20,4.1747,0.9013,4,0,1,3,0.25,{'madetowin': 1}
robpeetoombali,24529,62.94,3.49,0.2708,0.3145,52,17,29,6,4.654,"{'3yearsofrobpeetoomubud': 1, 'happybirthday': 1, 'balibeauty': 3, 'robpeetoombali': 21, 'robpeetoom': 15, 'ubud': 2, 'olaplex': 2, 'haircare': 3, 'bali': 5, 'hairtreatment': 1, '13yearsofbeauty': 1, 'seminyak': 3, 'balisalon': 4, 'hairrevival': 2, 'curlyhair': 2, 'hairlove': 1, 'robpeetoomseminyak': 2, 'mensshave': 1, 'barberbali': 1, 'colorcorrection': 1, 'iconsanur': 1, 'meetourstylist': 1, 'rinaatrobpeetoom': 1, 'davines': 8, 'energizingtreatment': 1, 'healthyhair': 3, 'davinesindonesia': 1, 'davinesbali': 1, 'lashgoals': 1, 'naturalglam': 1, 'hairboost': 1, 'novemberspecial': 1, 'weekendready': 1, 'ubudsalon': 1, 'freshlook': 3, 'weekendglam': 1, 'salonbali': 1, 'salontreatment': 1, 'hairtransformation': 2, 'customisedtreatment': 1, 'robpeetoomsanur': 2, 'newstylist': 1, 'hairgoals': 8, 'sustainablebeauty': 3, 'ecofriendlyhair': 1, 'professionalstyling': 1, 'chromenails': 2, 'nailgoals': 2, 'butterflycut': 2, 'effortlessbeauty': 1, 'classicblowdry': 1, 'effortlessstyle': 1, 'davinesenergizing': 1, 'fragilehaircare': 1, 'scalpcare': 1, 'topstylist': 1, 'hairartistry': 1, 'haircolor': 1, 'haircut': 2, 'salonlife': 1, 'hairdresser': 2, 'davinestailoring': 1, 'customizedcare': 1, 'lookgoodfeelgood': 2, 'fullcolor': 1, 'blowdry': 1, 'vibranthair': 1, 'salonstyle': 1, 'glossyfinish': 1, 'saloninbali': 3, 'frenchtips': 1, 'gelnails': 1, 'nailperfection': 1, 'menshaircut': 1, 'baligrooming': 1, 'sanur': 8, 'denpasar': 1, 'grandopening': 1, 'iconmallbali': 1, 'officialopening': 1, 'balilifestyle': 1, 'cremedelacreme': 1, 'luxuryhaircare': 2, 'newsalon': 1, 'minimalistnails': 1, 'nailart': 2, 'robpeetoomubud': 3, 'ubudbeauty': 1, 'lessismore': 1, 'hairstylist': 2, 'salon': 1, 'saloninsanur': 1, 'family': 1, 'love': 1, 'friends': 1, 'happy': 1, 'instagood': 1, 'life': 1, 'photography': 1, 'baby': 1, 'familytime': 1, 'fun': 1, 'photooftheday': 1, 'like': 1, 'instagram': 1, 'kids': 1, 'follow': 1, 'cute': 1, 'beautiful': 1, 'smile': 1, 'nature': 1, 'travel': 1, 'picoftheday': 1, 'fashion': 1, 'summer': 1, 'happiness': 1, 'art': 1, 'food': 1, 'momlife': 1, 'home': 1, 'lifestyle': 1, 'familia': 1, 'haircutbali': 1, 'melu': 1, 'robpeetoomschoolbali': 1, 'robpeetoomschool': 1, 'hairdressingschool': 1, 'sekolahhairdressing': 1, 'waves': 1, 'shortcurls': 1, 'longcurls': 1, 'curlyhaircare': 1, 'curlsonfleek': 1, 'newhairvibes': 1, 'heartofglass': 1, 'blondegoals': 1, 'haircareheaven': 1, 'biologiquerecherche': 1, 'skincare': 2, 'skincareroutine': 1, 'nourishedlocks': 1, 'versatilestyles': 1, 'bologiquerecherche': 1, 'robpeetoomiconmall': 1, 'balayagequeen': 1, 'sunkissedhair': 1, 'seminyakstyle': 1}"
gtumes,33068,795.86,48.03,2.552,1.4342,4,0,4,0,9.5,"{'mua': 4, 'makeup': 4, 'makeupartist': 4, 'muajakarta': 3, 'muasurabaya': 3, 'muamalanghits': 1, 'muacommunity': 1, 'muah': 1, 'muahist': 1, 'muasolo': 2, 'retouch': 2, 'photoshop': 1, 'nikon': 2, 'indonesia': 1, 'maribelajarretouch': 1, 'muahits': 1, 'muajogja': 1, 'muabogor': 1, 'iamback': 1, 'photography': 1, 'muaindonesia': 1, 'beauty': 1}"
annabonetesteves,16880,212.06,9.48,1.3124,0,0,0,0,0,-,-
haileyori,17739,414.4,56.07,2.6522,0.7244,2,1,1,0,8.5,"{'balivibes': 1, 'modellife': 1, 'goodvibesonly': 1, 'sweetmoments': 1, 'balilife': 1, 'baliphoto': 1, 'modelbali': 1, 'baliphotographer': 2, 'baliphotography': 1, 'baliphotoshoot': 1, 'balimodel': 2, 'clothes': 1, 'fashion': 1, 'model': 1, 'photography': 1}"
yulis_fadhli.photo,13591,107.11,2.76,0.8084,4.6796,1,0,0,1,29,"{'photoshoot': 1, 'dress': 1, 'birthday': 1, 'makeupartist': 1, 'mua': 1, 'bride': 1, 'couple': 1, 'weddingdress': 1, 'weddingday': 1, 'weddingseason': 1, 'weddingplanning': 1, 'weddingcake': 1, 'weddingphoto': 1, 'noivas': 1, 'weddinghair': 1, 'weddingflowers': 1, 'weddingparty': 1, 'weddingstyle': 1, 'bodas': 1, 'weddingcollection': 1, 'weddingdj': 1, 'weddinglehenga': 1, 'weddingblogger': 1, 'weddinghairstyle': 1, 'weddingdesigner': 1, 'weddinginspirations': 1, 'weddingshoot': 1, 'weddingvendor': 1, 'preweedingstyle': 1}"
antoniuswidjaya,27321,192.63,8.75,0.7371,0.3642,20,2,5,13,19.95,"{'a7rv': 12, 'sonyalpha_id': 14, 'sonyindonesia': 14, 'interiorphotoshoot': 6, 'interior': 13, 'interiorstyling': 13, 'interiorphoto': 13, 'interiorinspiration': 13, 'interiordecorating': 13, 'interiordesign': 13, 'designinterior': 13, 'indonesiaarchitecture': 13, 'interiordecor': 13, 'homeinspiration': 13, 'homedecor': 13, 'homedecoration': 13, 'homeinterior': 13, 'interiorphotographer': 6, 'archchitecture': 13, 'archilovers': 13, 'architechturephotography': 6, 'archdaily': 13, 'perspectivephotography': 3, 'fotograferarsitektur': 13, 'fotograferinterior': 13, 'interiorinstagram': 13, 'alpharian_id': 12, 'shiftercom': 3, 'antoniphotography': 6, 'promotion': 1, 'promonovember': 1, 'promo2024': 1, 'kamera': 1, 'foto': 1, 'vidio': 1, 'tangkapmomenmu': 1, 'explore': 1, 'kontenproduktif': 1, 'instax': 1, 'vidiojernih': 1, 'keramatgantung': 1, 'tokosinarbahagia': 1, 'jualbelikamera': 1, 'kamerabaru': 1, 'surabaya': 1, 'temansinarbahagia': 1, 'radindatravelstory': 1, 'artgallery': 1, 'artinspiration': 1, 'interiorvideo': 7, 'interiorvideography': 7, 'architecturevideography': 7, 'perspective': 10, 'videograferinterior': 7, 'antonicreativeteam': 1, 'arciterturephotography': 1, 'interiorphotography': 1, 'photoeditor': 1, 'architectureediting': 1, 'behindthescene': 1, 'antonicreative': 6}"
teamnash.id,19519,2433.85,20.85,12.5759,0.4047,1,0,1,0,0,{}
gratisan.id,25438,54.37,20.39,0.2939,0.1817,36,27,2,7,6.083,"{'kuiskerenberhadiah': 1, 'mykkbbca': 1, 'kkbkuiskerenberhadiah': 1, 'giveaway': 12, 'giveawayindonesia': 2, 'momenmagicaldiamond': 1, 'pastirasakopinya': 1, 'caffino': 1, 'haripahlawan': 1, 'rasanyayangpertama': 1, 'challenge': 2, 'kuisinstagram': 2, 'grandairyindonesia': 2, 'susuuntuksemua': 2, 'benerannyoklat': 2, 'adaywithgrandairy': 2, 'grandairy': 1, 'foamingmilk': 1, 'susunyapebisniskuliner': 1, 'susuuht': 1, 'susukeluarga': 1, 'kuis': 4, 'kuisgratis': 2, 'balidaysoutsenka': 1, 'senkaindonesia': 1, 'temansenka': 1, 'realsuppinskin': 1, 'andyquiztime': 1, 'andyfoodid': 1, 'rejekinomplok': 1, 'luckydraw': 1, 'ikutanyuk': 1, 'hadiahgratis': 1, 'menangbareng': 1, 'berbagikebahagiaan': 1, 'hadiahuntukmu': 1, 'berburuhadiah': 1, 'boncabeciamik': 4, 'boncabe': 2, 'gueboncabe': 2, 'mentalgueboncabe': 2, 'bihunku': 1, 'bihunku2dan2': 1, 'kuisberhadiah': 1, 'giveawayindo': 3, 'miniquiz': 1, 'funquiz': 1, 'senyamannyakamu': 2, 'hersprotex': 1, 'antibaper': 1, 'pendekarseafood': 1, 'dcost': 1, 'dcostseafood': 1, 'kembalikedcost': 1, 'infokuliner': 1, 'restoranseafood': 1, 'seafood': 1, 'koreanstrawberryseries': 2, 'yccgxfrisianflag': 2, 'frisianflagkoreanstrawberry': 1, 'yummychoicecoffeegold': 1, 'nikmatdanbernutrisidukungkuatberenergi': 1, 'medaliamargarin': 1, 'masakmakinmantap': 1, 'waktutakbisakembali': 3, '1000ceritabunda': 2, 'morinagaplatinum': 2, 'reviewmorinaga': 2, 'triplebifi': 1, 'susupertumbuhan': 1, 'semenmerahputih': 2, 'mulaiceritabaru': 2, 'banguninovasinyata': 1, 'prosescerita': 1, 'sekaihome': 1, 'sekaipilihanku': 1, 'sekai': 1, 'giveawaytime': 2, 'kipasangin': 1, 'ricecooker': 1, 'ricecookergratis': 1, 'giveawaykipasangin': 1, 'kuiskipasangin': 1, 'penanaknasi': 1, 'kuisindo': 1, 'gievawayoktober': 1, 'infogiveawayindonesia': 1, 'fyp': 1, 'viralindonesia': 1, 'blibliseller': 1, 'jualanonline': 1, 'quiz': 3, 'indonesia': 1, 'keharumanmewahtahanlama': 1, 'berawaldarisoklin': 1, 'getgit': 2, 'enakgilaaa': 2, 'charmcoolingfreshsejuk': 1, 'shopncharm': 1, 'charmxalfamart': 1, 'charmxalfagift': 1, 'sensasisejuknaturalcucumber': 1, 'sharingischarming': 1, 'takadamomenterlewatkan': 1, 'megavision': 1, 'megavisionid': 1, 'lebihcepat': 1, 'jadimudah': 1, 'wifi': 1, 'internet': 1, 'internetcepat': 1, '1day1vote': 1, 'shopee1010brandsfestival': 2, 'shopee1010mostvotedbrands': 2, 'mowmowlagi': 2, 'guepakegs': 2, 'gsastra': 1, 'gs': 1, 'akimotor': 1, 'akimobil': 1, 'akikendaraan': 1, 'myonlineroutine': 2, 'jaringanprima': 2, 'semuaprima': 2, 'wifiterbaik': 2, 'giveawaymyrep': 2, 'bebasnyamukbebasgerak': 2, 'soffell': 1, 'soffellalamia': 1, 'lotionsoffell': 1, 'kuisindonesia': 1, 'giveawayjakarta': 1, 'giveawaycontest': 1, 'giveawayid': 1, 'giveaways': 1, 'quizhunter': 1, 'kailogistik': 1, 'kailogistikispossible': 1, 'yupigiveaway': 1, 'yupigoodtalent2024': 1, 'septembersegar': 1, 'hydrococo': 1, 'aslisegarnya': 1, 'airkelapa': 1, 'realcoconutwater': 1, 'airkelapaasli': 1, 'hslfilm': 1, 'akukaluna': 1, 'filmhsl': 1, 'homesweetloanfilm': 1, 'kolhsl': 1, 'pejuanghidup': 1, 'pejuangrupiah': 1, 'pejuangkeluarga': 1, 'pejuangrumah': 1, '26september2024': 1, 'nutrijell': 1, 'selebrasitiaphari': 1, 'moms': 1, 'momquiz': 1, 'karaborasi': 1, 'karaindonesia': 1, 'triviakara': 1, 'kuiskara': 1}"
asokaremadjas,64446,1677.45,157.08,2.8466,0.747,5,0,5,0,1.6,"{'gaskbeautydevice': 1, 'kulitsehatalami': 1, 'perawatantanpakompromi': 1, 'ramusaji': 2, 'masakanasapindonesia': 1, '20tahunberkarya': 1, 'williskusumaarchitects': 1}"
r15riders_indonesia,37819,291.99,1.43,0.7758,0,0,0,0,0,-,-
karanganyar_kece,35919,531.35,6.45,1.4973,0,0,0,0,0,-,-
falzuh,36057,641.51,4.06,1.7904,0.0765,36,0,11,25,1.722,"{'sooc': 1, 'hozstudios': 5, 'fujifilm': 6, 'x100vi': 4, 'xh1': 3, 'xpro1': 1, 'cannondale': 1, 'st500': 1, 'fujifilmxt5': 1, 'xt5': 1, 'canggu': 2, 'bali': 5, 'fujifilmxh1': 4, 'canggulife': 1, 'lojel': 2, 'garmentproject': 1, 'fujifilmx100vi': 3, 'e30': 2, 'maisonmargiela': 2, 'natgrey': 1, 'japandi': 1, 'japanese': 1, 'studiolife': 2, 'agencylife': 1, 'adidasoriginals': 1, 'adidassuperstar': 1, 'editorialphotography': 1, 'creativeagency': 1, 'bmwe30': 1, 'fujifilmxt3': 1, 'uluwatu': 1, 'thewatchco': 1, 'watchyouare': 1, 'chpt3': 1}"
digibook_promotion,40271,20.88,6.91,0.069,0,0,0,0,0,-,-
koko_emesss,50883,1038.83,66.07,2.1715,0.0211,4,0,4,0,0.75,"{'reel': 1, 'kontenpemula': 1, 'twins': 1}"
alkes_kelor,67787,4120.78,101.05,6.2281,1.2757,17,6,8,3,3.529,"{'qna': 2, 'degelan': 2, 'jakartakeras': 2, 'jakartahits': 2, 'sulawesi': 2, 'ngakak': 2, 'muna': 4, 'baubau': 2, 'sulawesitenggara': 2, 'sultra': 4, 'selaras': 4, 'ruksamin': 4, 'ruksamingubernur': 4, 'ruksamingubernursultra2024': 4, 'ruksaminsjafeikahar': 4, 'ruksamingubernursultra': 1, 'harusselaras': 4, 'satu': 1, 'pestarakyat': 1, 'gubernur': 2, 'sultrapusatenergidunia': 2, 'sultraharusselaras': 1, 'nomor1': 2, 'gubernursultra': 1, 'raha': 1}"
anneputrisaid,49642,172.67,5.91,0.3598,0.2542,28,0,27,1,1.643,"{'fathersday': 2, 'lombahariayah': 2, 'ceritaayahku': 2, 'ayahkupahlawanku': 2, 'ayahkuinspirasiku': 1, 'ayahinspirasiku': 2, 'asshafaislamicschool': 2, 'sdislamasshafa': 2, 'birrulwalidain': 2, 'zumba': 1, 'zumbaindonesia': 1, 'zumbadepok': 1, 'zumbafitness': 1, 'zumbacommunity': 1, 'zumbacommunityindonesia': 1, 'zumbaclass': 1, 'zumbalovers': 1, 'zumbaloversindonesia': 1, 'zumbainstructor': 1, 'zumbawear': 1, 'zumbaloversworld': 1, 'zin': 1, 'zincommunity': 1, 'zumbachoreo': 1, 'apt': 1, 'kpop': 1, 'zumbadance': 1, 'brunomars': 1, 'rosé': 1, 'blackpink': 1, 'blackpinkrosé': 1, 'udangdibalikbatu': 1, 'kebersamaan': 1, 'temanteman': 1, 'fypシ': 1, 'fyp': 1, 'rumahtangga': 1, 'suamiistri': 1}"
rumah.millennials,42693,92.09,5.09,0.2276,0.082,1,1,0,0,6,"{'rumahmillennials': 1, 'berdayaberkaryabermakna': 1, 'millennialsmentoringprogram': 1, 'futureskills': 1, 'fisipol': 1, 'ugm': 1}"
